0 0 0 4.9E-324 1.7976931348623157E308
0 0 1 0.0 2.0
0 0 2 0.0 3.0
0 0 3 0.0 2.0
0 0 4 0.0 2.4000000000000004
0 0 5 0.0 2.301585822275002
0 0 6 0.0 2.2857142857142856
0 0 7 0.0 2.301585822275002
0 0 8 0.0 2.301585822275002
0 0 9 0.0 2.4000000000000004
0 0 10 0.0 2.42535625036333
0 0 11 0.0 2.2283440581246223
0 1 0 0.0 2.0
0 1 1 4.9E-324 1.7976931348623157E308
0 1 2 0.0 2.0
0 1 3 0.0 3.0
0 1 4 0.0 1.046305448324118
0 1 5 0.0 0.8784609690826527
0 1 6 0.0 0.936462718850362
0 1 7 0.0 1.0728316079736104
0 1 8 0.0 3.1223437800787166
0 1 9 0.0 3.4225339336450253
0 1 10 0.0 3.2784609690826523
0 1 11 0.0 2.828354610742254
0 2 0 0.0 3.0
0 2 1 0.0 2.0
0 2 2 4.9E-324 1.7976931348623157E308
0 2 3 0.0 2.0
0 2 4 1.7976931348623157E308 4.9E-324
0 2 5 1.7976931348623157E308 4.9E-324
0 2 6 1.7976931348623157E308 4.9E-324
0 2 7 1.7976931348623157E308 4.9E-324
0 2 8 0.756756756756757 7.0
0 2 9 1.6551724137931032 6.0
0 2 10 5.551115123125783E-16 1.176470588235294
0 2 11 1.7976931348623157E308 4.9E-324
0 3 0 0.0 2.0
0 3 1 0.0 3.0
0 3 2 0.0 2.0
0 3 3 4.9E-324 1.7976931348623157E308
0 3 4 0.0 1.046305448324118
0 3 5 0.0 1.0728316079736104
0 3 6 0.0 0.936462718850362
0 3 7 0.0 0.8784609690826527
0 3 8 0.0 0.8784609690826527
0 3 9 0.0 1.046305448324118
0 3 10 0.0 0.9760677434251696
0 3 11 0.0 0.7885722787848848
0 4 0 3.5999999999999996 6.0
0 4 1 3.953694551675882 5.0
0 4 2 1.7976931348623157E308 4.9E-324
0 4 3 3.953694551675882 5.0
0 4 4 1.7976931348623157E308 4.9E-324
0 4 5 1.7976931348623157E308 4.9E-324
0 4 6 1.7976931348623157E308 4.9E-324
0 4 7 1.7976931348623157E308 4.9E-324
0 4 8 1.7976931348623157E308 4.9E-324
0 4 9 1.7976931348623157E308 4.9E-324
0 4 10 1.7976931348623157E308 4.9E-324
0 4 11 1.7976931348623157E308 4.9E-324
0 5 0 4.698414177724998 7.0
0 5 1 5.121539030917347 6.0
0 5 2 1.7976931348623157E308 4.9E-324
0 5 3 4.92716839202639 6.0
0 5 4 1.7976931348623157E308 4.9E-324
0 5 5 1.7976931348623157E308 4.9E-324
0 5 6 1.7976931348623157E308 4.9E-324
0 5 7 1.7976931348623157E308 4.9E-324
0 5 8 1.7976931348623157E308 4.9E-324
0 5 9 1.7976931348623157E308 4.9E-324
0 5 10 1.7976931348623157E308 4.9E-324
0 5 11 1.7976931348623157E308 4.9E-324
0 6 0 5.714285714285714 8.0
0 6 1 6.063537281149638 7.0
0 6 2 1.7976931348623157E308 4.9E-324
0 6 3 6.063537281149638 7.0
0 6 4 1.7976931348623157E308 4.9E-324
0 6 5 1.7976931348623157E308 4.9E-324
0 6 6 1.7976931348623157E308 4.9E-324
0 6 7 1.7976931348623157E308 4.9E-324
0 6 8 1.7976931348623157E308 4.9E-324
0 6 9 1.7976931348623157E308 4.9E-324
0 6 10 1.7976931348623157E308 4.9E-324
0 6 11 1.7976931348623157E308 4.9E-324
0 7 0 4.698414177724998 7.0
0 7 1 4.92716839202639 6.0
0 7 2 1.7976931348623157E308 4.9E-324
0 7 3 5.121539030917347 6.0
0 7 4 1.7976931348623157E308 4.9E-324
0 7 5 1.7976931348623157E308 4.9E-324
0 7 6 1.7976931348623157E308 4.9E-324
0 7 7 1.7976931348623157E308 4.9E-324
0 7 8 1.7976931348623157E308 4.9E-324
0 7 9 1.7976931348623157E308 4.9E-324
0 7 10 1.7976931348623157E308 4.9E-324
0 7 11 1.7976931348623157E308 4.9E-324
0 8 0 4.698414177724998 7.0
0 8 1 4.877656219921283 8.0
0 8 2 0.0 6.243243243243243
0 8 3 5.121539030917347 6.0
0 8 4 1.7976931348623157E308 4.9E-324
0 8 5 1.7976931348623157E308 4.9E-324
0 8 6 1.7976931348623157E308 4.9E-324
0 8 7 1.7976931348623157E308 4.9E-324
0 8 8 1.7976931348623157E308 4.9E-324
0 8 9 1.7976931348623157E308 4.9E-324
0 8 10 1.7976931348623157E308 4.9E-324
0 8 11 1.7976931348623157E308 4.9E-324
0 9 0 3.5999999999999996 6.0
0 9 1 3.5774660663549747 7.0
0 9 2 0.0 4.344827586206897
0 9 3 3.953694551675882 5.0
0 9 4 1.7976931348623157E308 4.9E-324
0 9 5 1.7976931348623157E308 4.9E-324
0 9 6 1.7976931348623157E308 4.9E-324
0 9 7 1.7976931348623157E308 4.9E-324
0 9 8 1.7976931348623157E308 4.9E-324
0 9 9 1.7976931348623157E308 4.9E-324
0 9 10 1.7976931348623157E308 4.9E-324
0 9 11 1.7976931348623157E308 4.9E-324
0 10 0 2.57464374963667 5.0
0 10 1 2.7215390309173477 6.0
0 10 2 3.823529411764706 4.999999999999999
0 10 3 3.0239322565748306 4.0
0 10 4 1.7976931348623157E308 4.9E-324
0 10 5 1.7976931348623157E308 4.9E-324
0 10 6 1.7976931348623157E308 4.9E-324
0 10 7 1.7976931348623157E308 4.9E-324
0 10 8 1.7976931348623157E308 4.9E-324
0 10 9 1.7976931348623157E308 4.9E-324
0 10 10 1.7976931348623157E308 4.9E-324
0 10 11 1.7976931348623157E308 4.9E-324
0 11 0 3.7716559418753777 6.0
0 11 1 4.171645389257746 7.0
0 11 2 1.7976931348623157E308 4.9E-324
0 11 3 4.211427721215115 5.0
0 11 4 1.7976931348623157E308 4.9E-324
0 11 5 1.7976931348623157E308 4.9E-324
0 11 6 1.7976931348623157E308 4.9E-324
0 11 7 1.7976931348623157E308 4.9E-324
0 11 8 1.7976931348623157E308 4.9E-324
0 11 9 1.7976931348623157E308 4.9E-324
0 11 10 1.7976931348623157E308 4.9E-324
0 11 11 1.7976931348623157E308 4.9E-324
1 0 0 4.9E-324 1.7976931348623157E308
1 0 1 0.0 2.0
1 0 2 0.0 3.0
1 0 3 0.0 2.0
1 0 4 0.0 3.2784609690826523
1 0 5 0.0 3.4225339336450253
1 0 6 0.0 3.1223437800787166
1 0 7 0.0 2.828354610742254
1 0 8 0.0 0.9364627188503615
1 0 9 0.0 0.8784609690826527
1 0 10 0.0 1.046305448324118
1 0 11 0.0 1.07283160797361
1 1 0 0.0 2.0
1 1 1 4.9E-324 1.7976931348623157E308
1 1 2 0.0 2.0
1 1 3 0.0 3.0
1 1 4 0.0 2.42535625036333
1 1 5 0.0 2.4000000000000004
1 1 6 0.0 2.301585822275002
1 1 7 0.0 2.2283440581246223
1 1 8 0.0 2.2857142857142856
1 1 9 0.0 2.301585822275002
1 1 10 0.0 2.4000000000000004
1 1 11 0.0 2.301585822275002
1 2 0 0.0 3.0
1 2 1 0.0 2.0
1 2 2 4.9E-324 1.7976931348623157E308
1 2 3 0.0 2.0
1 2 4 0.0 0.9760677434251696
1 2 5 0.0 1.046305448324118
1 2 6 0.0 0.8784609690826527
1 2 7 0.0 0.7885722787848848
1 2 8 0.0 0.9364627188503615
1 2 9 0.0 1.07283160797361
1 2 10 0.0 1.046305448324118
1 2 11 0.0 0.8784609690826527
1 3 0 0.0 2.0
1 3 1 0.0 3.0
1 3 2 0.0 2.0
1 3 3 4.9E-324 1.7976931348623157E308
1 3 4 1.176470588235294 5.0
1 3 5 1.6551724137931032 6.0
